WHONET_ORG_CODE	ORGANISM	TAXONOMIC_STATUS	COMMON	ORGANISM_TYPE	ANAEROBE	MORPHOLOGY	SUBKINGDOM_CODE	FAMILY_CODE	GENUS_GROUP	GENUS_CODE	SPECIES_GROUP	SEROVAR_GROUP	MSF_GRP_CLIN	SCT_CODE	SCT_TEXT	DWC_TAXON_ID	DWC_TAXONOMIC_STATUS	GBIF_TAXON_ID	GBIF_DATASET_ID	GBIF_TAXONOMIC_STATUS	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS
era	Enterococcus raffinosus	C		+			+			ENT			ENTS	103437000	Enterococcus raffinosus	39Y2N	ACCEPTED	3227388	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
esh	Enterococcus saccharolyticus	C		+			+			ENT			ENTS	103438005	Enterococcus saccharolyticus	39Y2Q	ACCEPTED	3227403	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
esu	Enterococcus sulfureus	C		+			+			ENT			ENTS	113726008	Enterococcus sulfureus	39Y2V	ACCEPTED	3227373	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
evi	Enterococcus villorum	C		+			+			ENT			ENTS	424710004	Enterococcus villorum	39Y32	ACCEPTED	3227393	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
enz	Enterocytozoon sp.	C		w						ENZ				20581002	Enterocytozoon			2560400	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Protozoa	Microsporidia	Microsporea	Chytridiopsida	Enterocytozoonidae	Enterocytozoon
epc	Epicoccum sp.	C		f						EPC				372408004	Epicoccum species	4CZE	ACCEPTED	2562153	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum
epi	Epidermophyton sp.	C		f						EPI				112403007	Epidermophyton	4D33	ACCEPTED	5259448	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Epidermophyton
efl	Epidermophyton floccosum	C		f						EPI				26403006	Epidermophyton floccosum	3ADX7	ACCEPTED	7252831	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Epidermophyton
est	Epidermophyton stockdaleae	C		f						EPI				59009000	Epidermophyton stockdaleae	3ADXK	ACCEPTED	5259452	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Epidermophyton
erw	Erwinia sp.	C		-			-	EBC		ERW			OTH	131258004	Erwinia species	4EE4	ACCEPTED	3222002	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia
eal	Erwinia amylovora	C		-			-	EBC		ERW			OTH	50097002	Erwinia amylovora	3BA6J	ACCEPTED	3222012	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia
ece	Erwinia carnegieana	C		-			-	EBC		ERW			OTH	38865008	Erwinia	3BA6Q	ACCEPTED	3221962	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia
ery	Erysipelothrix sp.	C		+			+			ERY			OTH	131298002	Erysipelothrix species	4EFH	ACCEPTED	3226081	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix
erh	Erysipelothrix rhusiopathiae	C		+			+			ERY			OTH	48666005	Erysipelothrix rhusiopathiae	3BBUG	ACCEPTED	3226082	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix
esc	Escherichia sp.	C		-			-	EBC		ESC			OTH	131259007	Escherichia species	4ELU	ACCEPTED	3221780	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia
eco	Escherichia coli	C	X	-			-	EBC		ESC		ECO	ESCO	112283007	Escherichia coli	3BGTD	ACCEPTED	6110934	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia
efe	Escherichia fergusonii	C		-			-	EBC		ESC			OTH	72461005	Escherichia fergusonii	3BGTE	ACCEPTED	5427571	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia
ehe	Escherichia hermannii	C		-			-	EBC		ESC			OTH	85786000	Escherichia hermannii	3BGTF	ACCEPTED	5427572	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia
evu	Escherichia vulneris	C		-			-	EBC		ESC			OTH	53013003	Escherichia vulneris	3BH44	ACCEPTED	5427573	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia
eub	Eubacterium sp.	C		a	X		+			EUB			OTH	116465004	Eubacterium species	4EXK	ACCEPTED	3223474	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
eby	Eubacterium brachy	C		a	X		+			EUB			OTH	12734008	Eubacterium brachy	3BN88	ACCEPTED	3226402	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
ecm	Eubacterium combesii	C		a	X		+			EUB			OTH	13257008	Eubacterium combesii	3BN8C	ACCEPTED	3226393	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
ecn	Eubacterium contortum	C		a	X		+			EUB			OTH	59949005	Eubacterium contortum	3BN8D	ACCEPTED	3226400	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
ecy	Eubacterium cylindroides	C		a	X		+			EUB			OTH	20804002	Eubacterium cylindroides	3BN8F	ACCEPTED	3226411	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
eli	Eubacterium limosum	C		a	X		+			EUB			OTH	87632000	Eubacterium limosum	3BN8T	ACCEPTED	3226415	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
emo	Eubacterium moniliforme	C		a	X		+			EUB			OTH	46192006	Eubacterium moniliforme	3BN8V	ACCEPTED	3226404	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
eni	Eubacterium nitritogenes	C		a	X		+			EUB			OTH	22777005	Eubacterium nitrogenes	3BN8X	ACCEPTED	3226401	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
eno	Eubacterium nodatum	C		a	X		+			EUB			OTH	48215005	Eubacterium nodatum	3BN8Y	ACCEPTED	3226423	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
ere	Eubacterium rectale	C		a	X		+			EUB			OTH	69189003	Eubacterium rectale	3BN96	ACCEPTED	3226408	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
esb	Eubacterium saburreum	C		a	X		+			EUB			OTH	41543005	Eubacterium saburreum	3BN98	ACCEPTED	3226405	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
esn	Eubacterium saphenum	C		a	X		+			EUB			OTH	113735001	Eubacterium saphenum	3BN99	ACCEPTED	7520202	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
ete	Eubacterium tenue	C		a	X		+			EUB			OTH	29575000	Eubacterium tenue	3BN9F	ACCEPTED	3226434	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
emg	Eubacterium yurii ss. margaretiae	C		a	X		+			EUB			OTH	66370008	Eubacterium yurii ss. margaretiae	5H7GE	ACCEPTED	3226396	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
eyu	Eubacterium yurii ss. yurii	C		a	X		+			EUB			OTH	52871003	Eubacterium yurii ss. yurii	5H7GG	ACCEPTED	7234573	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
ewi	Ewingella sp.	C		-			-	EBC		EWI			OTH	131262005	Ewingella species	4HPL	ACCEPTED	3221883	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Ewingella
ear	Ewingella americana	C		-			-	EBC		EWI			OTH	19027003	Ewingella americana	3DJA4	ACCEPTED	5427619	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Ewingella
exi	Exiguobacterium sp.	C		+			+			EXI			OTH	131404005	Exiguobacterium species	4HUD	ACCEPTED	3227748	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Exiguobacterium
bay	Exiguobacterium acetylicum	C		+			+			EXI			OTH	114179002	Exiguobacterium acetylicum	3DL6H	ACCEPTED	3227752	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Exiguobacterium
exo	Exophiala sp.	C		f						EXO				12210004	Exophiala	4HYP	ACCEPTED	2598403	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala
eje	Exophiala jeanselmei	C		f						EXO				38224003	Exophiala jeanselmei	3DNZ7	ACCEPTED	2598404	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala
esp	Exophiala spinifera	C		f						EXO				66283007	Exophiala spinifera	3DNZW	ACCEPTED	2598457	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala
exs	Exserohilum sp.	C		f						EXS				78813003	Exserohilum	4J3A	ACCEPTED	9465452	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum
fas	Fasciola sp.	C		w						FAS				372410002	Fasciola sp.			9802250	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Animalia	Nemertea				Fasciola
fhe	Fasciola hepatica	C		w						FAS				112450003	Fasciola hepatica			6475141	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Animalia	Platyhelminthes	Trematoda	Plagiorchiida	Fasciolidae	Fasciola
fac	Fasciolopsis sp.	C		w						FAC				10211007	Fasciolopsis			2505830	9ca92552-f23a-41a8-a140-01abaa31c931	accepted	Animalia	Platyhelminthes	Trematoda	Plagiorchiida	Fasciolidae	Fasciolopsis
fbu	Fasciolopsis buski	C		w						FAC				28383004	Fasciolopsis buski			2505831	9ca92552-f23a-41a8-a140-01abaa31c931	accepted	Animalia	Platyhelminthes	Trematoda	Plagiorchiida	Fasciolidae	Fasciolopsis
fib	Fibrobacter sp.	C		a	X		-			FIB			OTH	131403004	Fibrobacter species	4JXJ	ACCEPTED	3228262	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter
fil	Filifactor sp.	C		a	X		+			FIL			OTH	131409000	Filifactor species	4K3P	ACCEPTED	3226849	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Filifactor
fvl	Filifactor villosus	C		a	X		+			FIL			OTH	114216008	Filifactor villosus	3E8W9	ACCEPTED	3226852	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Filifactor
fbd	Filobasidiella sp.	C		f						FBD				43316005	Filobasidiella	4K4U	ACCEPTED	2518416	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Filobasidiella
fig	Finegoldia sp.	C		a	X		+			FIG			OTH	417248002	Finegoldia	4K5Z	ACCEPTED	3226856	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales		Finegoldia
pmg	Finegoldia magna	C		a	X		+			FIG			OTH	417469002	Finegoldia magna	3EA8V	ACCEPTED	3226857	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Clostridia	Clostridiales		Finegoldia
flv	Flavimonas sp.	C		-			-			FLV			OTH	131307004	Flavimonas sp.	4KE2	ACCEPTED									
for	Flavimonas oryzihabitans	C		-			-			FLV			OTH	113931000	Pseudomonas oryzihabitans	3EDUT	ACCEPTED									
fla	Flavobacterium sp.	C		-			-		NFR	FLA			OTH	125037002	Flavobacterium species	4KEE	ACCEPTED	3221328	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
flu	Fluoribacter sp.	C		-			-			FLU			OTH	131293006	Fluoribacter species	4KKV	ACCEPTED	3223096	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Fluoribacter
ldu	Fluoribacter dumoffii	C		-			-			FLU			OTH	113720002	Fluoribacter dumoffii	3EFD6	ACCEPTED	3223095	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Fluoribacter
lgo	Fluoribacter gormanii	C		-			-			FLU			OTH	113721003	Fluoribacter gormanii	3EFD7	ACCEPTED	3223084	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Fluoribacter
fon	Fonsecaea sp.	C		f						FON				23639003	Fonsecaea	4KPA	ACCEPTED	8347194	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea
fco	Fonsecaea compacta	C		f						FON				76124007	Fonsecaea compacta			2598510	4dd32523-a3a3-43b7-84df-4cda02f15cf7	accepted	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea
fpd	Fonsecaea pedrosoi	C		f						FON				69356007	Fonsecaea pedrosoi	3EH58	ACCEPTED	2598682	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Fonsecaea
fra	Francisella sp.	C		-			-			FRA			OTH	131308009	Francisella species	4KZ8	ACCEPTED	3222995	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella
fph	Francisella philomiragia	C		-			-			FRA			OTH	113756004	Francisella philomiragia	3EMNJ	ACCEPTED	3223002	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella
fho	Francisella tularensis ss. holarctica	C		-			-			FRA			OTH	60502008	Francisella tularensis ss. holarctica	5HD9Q	ACCEPTED	3222998	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella
fmd	Francisella tularensis ss. mediasiatica	C		-			-			FRA			OTH	23930001	Francisella tularensis ss. mediasiatica	5HD9R	ACCEPTED	3222999	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella
ftu	Francisella tularensis ss. tularensis	C		-			-			FRA			OTH	91508008	Francisella tularensis ss. tularensis	5HD9T	ACCEPTED	7234538	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella
fus	Fusarium sp.	C		f						FUS				35238009	Fusarium	4LHD	ACCEPTED	2554026	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
fpa	Fusarium pallidoroseum	C		f						FUS				35238009	Fusarium	3EVN6	ACCEPTED	5252218	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium
fu-	Fusobacterium sp.	C		a	X		-			FU-			OTH	116467007	Fusobacterium species	4LKQ	ACCEPTED	3225870	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
fgo	Fusobacterium gonidiaformans	C		a	X		-			FU-			OTH	84644009	Fusobacterium gonidiaformans	3EX26	ACCEPTED	3225884	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
fmo	Fusobacterium mortiferum	C		a	X		-			FU-			OTH	112330001	Fusobacterium mortiferum	3EX27	ACCEPTED	3225891	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
fna	Fusobacterium naviforme	C		a	X		-			FU-			OTH	33311002	Fusobacterium naviforme	3EX28	ACCEPTED	3225892	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
fng	Fusobacterium necrogenes	C		a	X		-			FU-			OTH	17304009	Fusobacterium necrogenes	3EX29	ACCEPTED	3225886	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
ffu	Fusobacterium necrophorum ss. funduliforme	C		a	X		-			FU-			OTH	113757008	Fusobacterium necrophorum subspecies fundiliforme	5HDYT	ACCEPTED	3225890	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
fne	Fusobacterium necrophorum ss. necrophorum	C		a	X		-			FU-			OTH	113758003	Fusobacterium necrophorum ss necrophorum	5HDYU	ACCEPTED	7073656	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
ffs	Fusobacterium nucleatum ss. fusiforme	C		a	X		-			FU-			OTH	113760001	Fusobacterium nucleatum ss fusiforme	5HDYW	ACCEPTED	3225881	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
fnu	Fusobacterium nucleatum ss. nucleatum	C		a	X		-			FU-			OTH	113761002	Fusobacterium nucleatum ss nucleatum	5HDYX	ACCEPTED	7234507	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
fpo	Fusobacterium nucleatum ss. polymorphum	C		a	X		-			FU-			OTH	113762009	Fusobacterium nucleatum ss polymorphum	5HDYY	ACCEPTED	3225882	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
fvi	Fusobacterium nucleatum ss. vincentii	C		a	X		-			FU-			OTH	113763004	Fusobacterium nucleatum ss vincentii	5HDYZ	ACCEPTED	9782986	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
fpe	Fusobacterium periodonticum	C		a	X		-			FU-			OTH	69601004	Fusobacterium periodonticum	3EX2D	ACCEPTED	3225875	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
fru	Fusobacterium russii	C		a	X		-			FU-			OTH	85226004	Fusobacterium russii	3EX2J	ACCEPTED	3225877	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
ful	Fusobacterium ulcerans	C		a	X		-			FU-			OTH	113764005	Fusobacterium ulcerans	3EX2M	ACCEPTED	3225876	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
fva	Fusobacterium varium	C		a	X		-			FU-			OTH	1972005	Fusobacterium varium	3EX2N	ACCEPTED	3225872	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
gal	Galactomyces sp.	C		f						GAL				23496000	Fungus (organism)	4LQS	ACCEPTED	2599218	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Galactomyces
gar	Gardnerella sp.	C		+			+			GAR			OTH	131309001	Gardnerella species	4M7S	ACCEPTED	3223490	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Bifidobacteriales	Bifidobacteriaceae	Gardnerella
gva	Gardnerella vaginalis	C		+			+			GAR			OTH	64071004	Gardnerella vaginalis	3FAR9	ACCEPTED	5427785	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Bifidobacteriales	Bifidobacteriaceae	Gardnerella
gem	Gemella sp.	C		a	X		+			GEM			OTH	131311005	Gemella species	4MP8	ACCEPTED	3227646	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales		Gemella
gha	Gemella haemolysans	C		a	X		+			GEM			OTH	37511002	Gemella haemolysans	3FK69	ACCEPTED	5427986	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales		Gemella
gmo	Gemella morbillorum	C		a	X		+			GEM			OTH	113765006	Gemella morbillorum	3FK6A	ACCEPTED	5427987	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Bacillales		Gemella
gec	Geomyces sp.	C		f						GEC				415926002	Geomyces species	4MYB	ACCEPTED	2625615	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Geomyces
geo	Geotrichum sp.	C		f						GEO				34324005	Geotrichum	4N3A	ACCEPTED	2518207	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum
gia	Giardia sp.	C		w						GIA				372412005	Giardia species			3210232	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Protozoa	Metamonada	Trepomonadea	Distomatida	Hexamitidae	Giardia
gla	Giardia lamblia	C		w						GIA				78181009	Giardia lamblia			5425222	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Protozoa	Metamonada	Trepomonadea	Distomatida	Hexamitidae	Giardia
gil	Gilmaniella sp.	C		f						GIL				23496000	Fungus (organism)	4NK9	ACCEPTED	2589924	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Sordariomycetes	Hypocreales		Gilmaniella
glc	Gliocladium sp.	C		f						GLC				28920007	Gliocladium	4NXF	ACCEPTED	2560951	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Gliocladium
gli	Gliomastix sp.	C		f						GLI				415928001	Gliomastix species	4NXH	ACCEPTED	2562217	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Gliomastix
glo	Globicatella sp.	C		+			+			GLO			OTH	414346005	Globicatella species	4NYP	ACCEPTED	3227011	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Globicatella
gsa	Globicatella sanguinis	C		+			+			GLO			OTH	414345009	Globicatella sanguinis	3G9YZ	ACCEPTED	8301362	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Globicatella
gna	Gnathostoma sp.	C		w						GNA				33999009	Gnathostoma			8234173	80b4b440-eaca-4860-aadf-d0dfdd3e856e	accepted	Animalia	Nematoda	Secernentea	Spirurida	Gnathostomatidae	Gnathostoma
gsp	Gnathostoma spinigerum	C		w						GNA				30429007	Gnathostoma spinigerum			4556994	80b4b440-eaca-4860-aadf-d0dfdd3e856e	accepted	Animalia	Nematoda	Secernentea	Spirurida	Gnathostomatidae	Gnathostoma
gor	Gordonia sp.	C		+			+			GOR			OTH	131264006	Gordonia species	4QD7	ACCEPTED	3225515	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Nocardiaceae	Gordonia
gai	Gordonia aichiensis	C		+			+			GOR			OTH	416711002	Gordonia aichiensis	3H2TF	ACCEPTED	5820069	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Nocardiaceae	Gordonia
gbr	Gordonia bronchialis	C		+			+			GOR			OTH	113646005	Gordonia bronchialis	3H2U5	ACCEPTED	5820075	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Nocardiaceae	Gordonia
